index,lat,lon,energy_type,label,region,country_code
177,35.78032356342136,72.68895919538713,wind,0,Asia,PK
178,37.4465075,-96.4002979,wind,1,North America,US
179,-21.0068814,29.1032433,solar,1,Africa,ZW
180,44.9076345,123.524162,wind,1,Oceania,CN
182,44.70049,-67.469765,solar,1,North America,US
183,39.7966791,-119.0098085,geothermal,1,North America,US
185,46.0736845,10.2827354,hydro,1,Europe,IT
186,40.6565759,-90.7575345,wind,1,North America,US
190,40.759722,-75.156944,solar,1,North America,US
191,21.2404667,74.404886,wind,1,Asia,IN
192,-5.283505337039088,-15.6480396740927,hydro,0,Africa,SH
193,42.831445352859575,-10.638556478325057,solar,0,Europe,ES
194,50.9083647,23.0945667,solar,1,Europe,PL
195,38.042352,-120.933761,solar,1,North America,US
196,-33.73091985693539,-80.84782483985788,solar,0,South America,CL
197,39.6701583,-117.6908179,geothermal,1,North America,US
198,7.741947597607577,41.774938703210296,solar,0,Africa,ET
199,40.0178253,94.4543652,hydro,1,Asia,CN
201,39.9415624,-76.5966809,wind,1,North America,US
203,37.2165067,39.4639476,solar,1,Europe,TR
204,33.5365147,121.0945828,wind,1,Oceania,CN
205,52.68071075266553,133.1124862660148,solar,0,Asia,RU
206,43.0492634,13.2751279,solar,1,Europe,IT
207,30.7629211,119.9004448,wind,1,Oceania,CN
208,-11.493505565334942,143.44450930585975,solar,0,Oceania,AU
209,42.2737414,-97.3567334,wind,1,North America,US
211,42.5350157,-1.3715204,hydro,1,Europe,ES
212,19.7852403,-71.3443327,wind,1,North America,DO
213,42.6767854,-5.3685585,solar,1,Europe,ES
214,5.3885494,-74.7237468,solar,1,South America,CO
215,42.288085,-89.587122,solar,1,North America,US
217,32.104125,-100.162375,solar,1,North America,US
218,42.193333,-72.683889,solar,1,North America,US
220,44.6336656,128.6722934,wind,1,Oceania,CN
221,14.4671984,121.3499834,wind,1,Oceania,PH
222,44.742898656662504,27.094307862216425,solar,0,Europe,RO
223,39.569184,117.173776,wind,1,Oceania,CN
224,39.965,117.856944,geothermal,1,Oceania,US
226,-9.397191224025164,54.3379348345652,solar,0,Africa,SC
228,-7.116328784186656,134.184674053655,solar,0,Asia,ID
229,31.743698813769598,-89.64064373611097,solar,0,North America,US
230,28.5867969,91.5952277,wind,1,Asia,CN
232,17.1169788,-99.563442,hydro,1,North America,MX
233,9.305803516913713,29.322143482003412,wind,0,Africa,SS
236,39.9625289,44.6187738,hydro,1,Europe,AM
238,33.8965521,114.168525,wind,1,Oceania,CN
239,12.4909282,-1.1049541,solar,1,Africa,BF
240,43.8908723,81.8588304,wind,1,Asia,CN
241,16.9610271,73.9495808,wind,1,Asia,IN
244,33.0504366,10.4636458,solar,1,Africa,TN
245,34.2958037,-5.6637499,solar,1,Africa,MA
246,44.9100886,110.2099888,wind,1,Oceania,MN
247,31.25,-81.433,solar,1,North America,US
248,44.391944,71.175556,hydro,1,Asia,US
249,-10.0188998,-40.9421667,wind,1,South America,BR
251,-2.8096492365587054,-64.79310702667857,wind,0,South America,BR
253,39.929686,141.4766711,wind,1,Oceania,JP
254,43.8289199,-86.3517156,wind,1,North America,US
255,-29.3313121,-67.4237663,solar,1,South America,AR
256,51.3624794,-2.6486081,solar,1,Europe,GB
257,26.060417733765973,34.293803981195424,wind,0,Africa,EG
258,12.168198551625068,-8.279069336879417,wind,0,Africa,ML
259,35.94916791309292,67.76083285974372,solar,0,Asia,AF
261,38.0338646,34.7829382,solar,1,Europe,TR
262,42.570556,-71.625,solar,1,North America,US
263,69.86787024756472,73.2243437540358,wind,0,Asia,RU
264,38.4408587,110.046916,wind,1,Oceania,CN
265,53.19688283714011,-110.57174827251222,wind,0,North America,CA
267,-20.160987031631777,-137.27744592094922,hydro,0,Asia,PF
268,43.2097243,-1.8726118,hydro,1,Europe,ES
269,45.829262,0.8927121,solar,1,Europe,FR
270,-21.4604718,-42.6957097,solar,1,South America,BR
271,17.71519093418459,98.22152458662833,solar,0,Asia,TH
273,-19.340250382390032,-3.425655922262848,solar,0,Africa,SH
274,40.96,103.11,wind,1,Asia,US
275,42.253,-71.426,solar,1,North America,US
276,29.5228437,115.5538736,wind,1,Oceania,CN
277,38.0,-83.0,wind,1,North America,US
278,-33.3040595,26.5326892,solar,1,Africa,ZA
279,-10.75904042808704,-45.48374975199408,wind,0,South America,BR
280,50.55070153650823,-11.34509147371,wind,0,Europe,IE
281,38.1280797,-121.8079636,wind,1,North America,US
282,45.6022088,-120.0500107,wind,1,North America,US
284,32.957232422502955,-4.039159819436179,solar,0,Africa,MA
285,-33.9923522,24.8376417,wind,1,Africa,ZA
286,9.0607745,13.6870432,hydro,1,Africa,CM
287,34.41919328348571,60.15366038116511,geothermal,0,Asia,IR
288,52.6262144,5.8369049,solar,1,Europe,NL
289,44.4520217,50.3045739,wind,1,Africa,KZ
290,52.4965707,-0.0196661,solar,1,Europe,GB
291,-15.4720859,-55.9800854,solar,1,South America,BR
292,-13.4072891,-46.3439537,hydro,1,South America,BR
293,55.8352932,37.4307747,hydro,1,Europe,RU
294,25.6654237,-101.4875676,wind,1,North America,MX
295,49.0146781,8.4293868,solar,1,Europe,DE
296,20.675046494168015,76.92593123209804,wind,0,Asia,IN
297,23.7598559,-98.7529278,wind,1,North America,MX
298,24.453506979461892,61.91017600809974,wind,0,Asia,PK
299,46.7621258709045,6.789347374391468,hydro,0,Europe,CH
300,-28.9444201,-71.4460498,wind,1,South America,CL
301,36.4936234,36.208142,wind,1,Europe,TR
302,44.4765587,-96.5883422,wind,1,North America,US
305,40.2685589,16.3158981,solar,1,Europe,IT
306,10.125271618544616,47.4557312102346,wind,0,Africa,SO
308,23.26925,117.0526389,wind,1,Oceania,CN
309,42.478889,-70.1,wind,1,North America,US
311,59.110218152837135,64.13357711005631,wind,0,Asia,RU
313,34.515,118.608889,hydro,1,Oceania,US
314,32.9277083,129.6099352,wind,1,Oceania,JP
315,-42.3809765,-72.4156095,hydro,1,South America,CL
316,36.9552236,122.1314336,wind,1,Oceania,CN
317,-40.158848,-71.3446095,solar,1,South America,AR
318,39.8247557,99.29931,wind,1,Asia,CN
320,-29.0238241,29.4690369,solar,1,Africa,ZA
321,-20.4465467,16.6253802,solar,1,Africa,NA
322,28.3915318,36.4917599,wind,1,Africa,SA
323,39.1397886,88.3625865,wind,1,Asia,CN
324,45.505603,-118.83084,solar,1,North America,US
325,-36.05061564998758,136.55907923096993,solar,0,Oceania,AU
329,52.8387961,5.064566,solar,1,Europe,NL
331,40.2923263,18.338118,solar,1,Europe,IT
332,36.505,-121.451667,wind,1,North America,US
333,44.0277233,114.117136,wind,1,Oceania,CN
334,-37.64479468150184,138.4244563629298,wind,0,Oceania,AU
336,-33.0578817,20.1440227,wind,1,Africa,ZA
337,41.73495696626955,40.673200855296045,solar,0,Europe,TR
338,39.5016677,123.2284431,wind,1,Oceania,CN
339,8.336400125787343,168.24325364320015,solar,0,Asia,MH
340,39.10868056294633,60.22244253336248,wind,0,Asia,TM
341,-14.6702372,-56.2833975,solar,1,South America,BR
342,48.0202242,19.3118007,solar,1,Europe,HU
344,40.0978,-111.6297,wind,1,North America,US
345,-12.4154957,130.8902845,solar,1,Oceania,AU
347,-2.8881738,30.3880724,hydro,1,Africa,BI
348,12.832374,7.6664549,wind,1,Africa,NG
349,42.46054567069724,33.491669574780104,wind,0,Europe,TR
351,-2.8949175924540356,123.59805449253207,wind,0,Asia,ID
353,62.20672319474727,-95.84671109369415,wind,0,North America,CA
354,25.7145828,-98.7290057,wind,1,North America,MX
355,38.739616,21.3639063,hydro,1,Europe,GR
356,-7.6486848,28.0936607,hydro,1,Africa,ZM
357,37.2259,-78.6877,solar,1,North America,US
358,56.7282921,21.731907,hydro,1,Europe,LV
359,38.4393196,28.3903941,geothermal,1,Europe,TR
360,31.0702245,112.1530367,wind,1,Oceania,CN
361,25.9959636,106.0002565,wind,1,Asia,CN
362,58.373189804780466,-110.93769656061966,solar,0,North America,CA
363,45.513611,-86.198889,hydro,1,North America,US
364,36.2675,-119.128581,solar,1,North America,US
368,31.2199586,112.3950291,wind,1,Oceania,CN
371,36.9934002154028,21.27559986425908,wind,0,Europe,GR
373,19.8752933,-70.8584777,wind,1,North America,DO
374,45.67137921590397,4.154996297404239,hydro,0,Europe,FR
375,21.713496192968407,107.73809078009083,solar,0,Asia,VN
376,41.9649845,-98.1530199,wind,1,North America,US
379,22.836655327496942,-89.2158940240178,wind,0,North America,MX
381,48.662667,22.3574129,hydro,1,Europe,UA
382,35.3509585,-98.1727982,wind,1,North America,US
383,27.7051224,-12.957224,wind,1,Africa,MA
385,57.925231890716674,-150.9064097921722,hydro,0,North America,US
386,35.0982386,-99.0054524,wind,1,North America,US
387,41.9847878,121.8236428,wind,1,Oceania,CN
388,69.8093218,20.7531199,hydro,1,Europe,NO
391,-20.1257238,-48.5725441,hydro,1,South America,BR
392,14.1738499,43.2813337,solar,1,Africa,YE
393,12.9227624,109.0175523,hydro,1,Asia,VN
394,32.6307917,131.2577504,wind,1,Oceania,JP
395,-28.4012885,17.4108693,solar,1,Africa,NA
396,36.1932454,-5.4193643,solar,1,Europe,ES
397,23.5894445,120.0288889,wind,1,Oceania,TW
400,45.9112591,-81.9766169,wind,1,North America,CA
401,-38.8293114,-60.0860746,wind,1,South America,AR
402,34.66020215321461,-99.99629369482282,hydro,0,North America,US
403,69.60136754072374,84.48598969977968,hydro,0,Asia,RU
404,-30.292953,-66.3139272,solar,1,South America,AR
405,39.4226611060196,-120.72847832500034,hydro,0,North America,US
406,23.9532022,102.3775746,wind,1,Asia,CN
407,47.53166486811122,57.061489863256355,solar,0,Asia,KZ
408,41.1262321,-88.743443,wind,1,North America,US
409,-28.726862047307034,132.8955586259553,wind,0,Oceania,AU
410,45.1060003,119.1972827,wind,1,Oceania,CN
411,46.2207991,4.9898974,hydro,1,Europe,FR
412,-10.409603836386708,37.36904786555874,solar,0,Africa,TZ
414,-13.5286915,-49.1177005,solar,1,South America,BR
415,34.780533743456274,81.87870179116234,geothermal,0,Asia,CN
416,-12.962278318241502,30.406819922560288,geothermal,0,Africa,ZM
417,41.4248624,-94.5599611,wind,1,North America,US
419,-1.7645669418713439,-55.742230353873936,hydro,0,South America,BR
420,26.43451099113375,10.836737411869706,wind,0,Africa,LY
421,57.497909609831765,70.8610528527922,solar,0,Asia,RU
422,47.8450303790415,11.413373063938195,solar,0,Europe,DE
423,-34.637168190325745,114.34478016836516,solar,0,Oceania,AU
424,45.9779292,27.1628347,solar,1,Europe,RO
425,47.2364337,5.9944148,solar,1,Europe,FR
427,64.23824992841067,-72.50305029259258,wind,0,North America,CA
428,-3.2156077,-39.5249477,wind,1,South America,BR
430,43.9394665,18.1029933,solar,1,Europe,BA
431,32.86571,-105.999775,solar,1,North America,US
432,33.926666,-88.997563,solar,1,North America,US
433,58.4885508,24.813808,solar,1,Europe,EE
434,-27.049681459541112,156.70928683744825,solar,0,Oceania,AU
435,38.3807495,28.520713,geothermal,1,Europe,TR
436,55.3575972,10.4347621,solar,1,Europe,DK
437,-44.416273215588824,-7.411537766453279,wind,0,Asia,SH
438,44.85131498318772,20.112256205961614,hydro,0,Europe,RS
439,26.4379598,100.027581,wind,1,Asia,CN
440,51.2537167,71.8540445,wind,1,Asia,KZ
441,-37.4975276,143.3323735,wind,1,Oceania,AU
442,-19.4021524,-39.9901992,solar,1,South America,BR
443,44.311409,-69.81117,solar,1,North America,US
444,49.2428121,27.1481635,solar,1,Europe,UA
445,50.6652491,156.0937043,hydro,1,Oceania,RU
446,-14.132371957915595,-62.98961489344812,solar,0,South America,BO
447,33.427222,111.911667,solar,1,Oceania,US
448,58.1497877,26.5309728,solar,1,Europe,EE
449,41.9883943,14.4316726,solar,1,Europe,IT
452,40.4401519,25.498846,solar,1,Europe,GR
453,44.941944,-67.354444,hydro,1,North America,US
455,-23.3173386,150.485997,solar,1,Oceania,AU
456,37.1184597,-97.3091054,wind,1,North America,US
457,57.9680091,102.6977438,hydro,1,Asia,RU
458,60.89722743493158,-87.87527135059126,solar,0,North America,CA
459,41.4628396,-94.3206644,wind,1,North America,US
460,-38.5237033128176,140.30635865913126,solar,0,Oceania,AU
461,30.9035872,-101.2560382,wind,1,North America,US
464,28.9280297,120.664694,wind,1,Oceania,CN
465,37.4040473,117.0188493,wind,1,Oceania,CN
466,39.5450352,26.1647993,geothermal,1,Europe,TR
467,-23.9237649,35.5221687,wind,1,Africa,MZ
471,-20.896347,-45.3041719,solar,1,South America,BR
472,54.42040498759509,76.57277274408966,solar,0,Asia,RU
475,44.1054513,12.3462717,solar,1,Europe,IT
476,41.5936694,110.0588679,wind,1,Oceania,CN
477,45.5329396,-67.9777163,wind,1,North America,US
478,41.9230845,34.0415794,hydro,1,Europe,TR
479,43.4739551,13.4263739,solar,1,Europe,IT
480,35.0683,-88.2494,hydro,1,North America,US
481,36.532410313557065,-8.755345409224105,hydro,0,Europe,PT
482,-26.5389739,151.8822312,solar,1,Oceania,AU
483,32.5106221,74.0099016,hydro,1,Asia,PK
484,-2.8666697,-39.9824487,wind,1,South America,BR
485,38.9843751,102.4222964,wind,1,Asia,CN
487,59.02594640614777,-96.72806021556543,solar,0,North America,CA
488,54.6966086,25.3791834,hydro,1,Europe,LT
489,2.9157423895866614,4.296544714169016,wind,0,Africa,NG
490,22.26946678976489,75.86273969043637,solar,0,Asia,IN
491,51.8467872,7.2887623,solar,1,Europe,DE
493,26.0145981,99.8706186,wind,1,Asia,CN
495,50.1113318,126.3607657,wind,1,Oceania,CN
496,-10.919399183212228,-51.416352919262906,geothermal,0,South America,BR
497,7.7704952,98.3065111,wind,1,Asia,TH
498,56.186248799941254,71.6376685077893,wind,0,Asia,RU
499,39.693669642986166,82.92761713154434,wind,0,Asia,CN
500,41.3685158,112.5185609,wind,1,Oceania,CN
501,41.916558,-91.650897,wind,1,North America,US
502,49.2407738,10.3515951,solar,1,Europe,DE
503,69.46852838244119,144.00676818966525,wind,0,Asia,RU
504,58.07387698164605,66.26817140219575,wind,0,Asia,RU
508,55.97720504197737,-133.36877813223632,solar,0,North America,US
510,14.915665,38.5660618,solar,1,Africa,ER
511,-20.577353218072687,-62.79027542762556,solar,0,South America,BO
512,38.0328862,118.452976,wind,1,Oceania,CN
513,40.1602458,-100.6447003,wind,1,North America,US
514,-26.0556694,26.1014437,solar,1,Africa,ZA
515,60.692267,22.9508159,solar,1,Europe,FI
516,-11.747865721173817,25.554544054015793,geothermal,0,Africa,ZM
517,50.8766887,12.2292058,solar,1,Europe,DE
518,41.68965653391177,66.06144920553072,wind,0,Asia,UZ
519,-21.781702976667326,-136.8093464045645,wind,0,Asia,PF
521,61.99439421607542,-112.34063657285483,wind,0,North America,CA
522,37.6741765,-102.6364508,wind,1,North America,US
523,26.1455271,109.9047593,wind,1,Asia,CN
524,48.8158789,-102.899108,wind,1,North America,CA
525,-21.6897294,165.7821101,solar,1,Oceania,NC
526,34.7255678,111.2897361,wind,1,Oceania,CN
528,48.37623520586544,-70.37953082123832,wind,0,North America,CA
529,37.5497692,-8.7128919,hydro,1,Europe,PT
531,-8.980532454651517,-46.969181281245866,hydro,0,South America,BR
533,20.05822664703075,86.06448675967823,geothermal,0,Asia,IN
535,26.5851323,118.0817283,hydro,1,Oceania,CN
537,68.35960586771506,-64.21271178038089,wind,0,North America,CA
540,47.96805773903746,129.96015991570226,solar,0,Asia,CN
543,-30.907061598453947,-64.12361387700595,wind,0,South America,AR
547,41.6081648,64.5015108,wind,1,Asia,UZ
548,-28.58982018765626,-69.57627032176447,hydro,0,South America,CL
550,60.5305623,26.5253949,hydro,1,Europe,FI
551,-12.438489183933221,-58.77896874065806,hydro,0,South America,BR
552,42.0618472,108.2451582,wind,1,Asia,CN
555,35.816094,-81.371656,solar,1,North America,US
556,44.019722,96.118333,wind,1,Asia,US
557,19.911695788809837,-3.281597276971837,solar,0,Africa,ML
560,43.0552609,124.2144979,wind,1,Oceania,CN
561,21.9937502,108.7469306,wind,1,Asia,CN
563,19.599942089147987,-73.00000544714936,geothermal,0,North America,HT
564,41.1910503,79.1485679,hydro,1,Asia,CN
566,45.9140257,-118.6234044,wind,1,North America,US
568,46.4821307,127.1084261,wind,1,Oceania,CN
569,42.471622,-86.096859,solar,1,North America,US
570,29.5311397,111.0839924,wind,1,Oceania,CN
571,17.906549039069603,-166.04411219384212,solar,0,North America,US
573,56.1460486,83.9548749,wind,1,Asia,RU
575,-37.8805787,174.9763242,wind,1,Oceania,NZ
576,14.1573403,43.4183328,solar,1,Africa,YE
577,52.4968863,10.6470296,solar,1,Europe,DE
580,-4.7846879,-37.3045068,solar,1,South America,BR
581,45.13598125198858,150.10078799565775,geothermal,0,Asia,JP
582,-34.2793135,141.5983334,solar,1,Oceania,AU
583,40.5311282,-1.8854369,hydro,1,Europe,ES
584,-32.6589134,25.8227428,hydro,1,Africa,ZA
585,58.5593005,22.6912059,solar,1,Europe,EE
588,33.5915415706081,18.774045602413736,wind,0,Africa,LY
589,41.0176273,40.5721748,hydro,1,Europe,TR
590,48.608333,93.405556,hydro,1,Asia,US
591,40.9921939522514,128.5235253624574,wind,0,Asia,KP
592,-33.884429,121.7735736,wind,1,Oceania,AU
593,-3.9722721764709945,-74.15511831525929,solar,0,South America,PE
594,25.773771191654646,39.87904876626774,hydro,0,Africa,SA
595,-19.5156622,-46.5620434,solar,1,South America,BR
596,18.042204510140238,42.63682694731756,hydro,0,Africa,SA
597,39.464266700135596,106.39480061043014,wind,0,Asia,CN
598,-27.028463552393323,157.37932479165516,hydro,0,Oceania,AU
599,-54.2441196020027,-0.6489233974910178,solar,0,Asia,SH
600,-25.538268,-53.0097024,hydro,1,South America,BR
601,33.615075,-99.5669675,wind,1,North America,US
602,2.1538024524430455,22.36780538711224,solar,0,Africa,CD
603,-29.471118,23.0111837,solar,1,Africa,ZA
604,47.593056,-114.641944,hydro,1,North America,US
606,43.7710842,1.9547778,solar,1,Europe,FR
607,40.742856,-102.7801344,wind,1,North America,US
608,-2.3817764,34.8690816,solar,1,Africa,TZ
610,33.4505282,116.6833628,wind,1,Oceania,CN
611,48.6365778,2.4345574,geothermal,1,Europe,FR
612,53.2182946,20.8849319,solar,1,Europe,PL
616,58.646787342460115,146.44916531629644,hydro,0,Asia,RU
618,-6.068216150691107,-78.26045979412122,solar,0,South America,PE
619,-17.7705309,-67.4327355,solar,1,South America,BO
620,26.9493826,118.7102687,wind,1,Oceania,CN
621,15.315355450572525,75.04534685958347,wind,0,Asia,IN
622,35.6515213,-105.9486367,wind,1,North America,US
624,38.8963806,22.5323746,solar,1,Europe,GR
625,-38.3699571,141.3772203,wind,1,Oceania,AU
626,42.48444323220298,54.71107615400072,solar,0,Asia,KZ
627,47.10025287369503,-96.82052896928471,hydro,0,North America,US
628,44.383065,6.3411473,solar,1,Europe,FR
629,66.98666723698734,158.67845671045706,wind,0,Asia,RU
631,-18.669628836683614,-65.87756550256613,solar,0,South America,BO
632,6.662527029869892,-66.40258119961156,wind,0,South America,CO
633,45.5727278,-67.9654403,wind,1,North America,US
635,59.3217154,26.3733769,solar,1,Europe,EE
636,44.97868175623769,43.677160914636715,wind,0,Europe,RU
637,59.9129481,32.338344,hydro,1,Europe,RU
638,42.98956370990035,144.02144582612698,wind,0,Asia,JP
640,31.4337221,51.1394702,solar,1,Africa,IR
641,37.592994,-84.567965,solar,1,North America,US
642,51.7012064,58.6569595,wind,1,Asia,RU
643,-1.061485019044703,-89.5285701984286,solar,0,Asia,EC
644,60.244453766593764,-120.73033978007533,solar,0,North America,CA
645,-10.366732655836742,130.16612491889754,wind,0,Oceania,AU
646,46.5865427,-70.3989621,wind,1,North America,CA
647,8.113931406267405,99.06149597687954,solar,0,Asia,TH
648,53.7683129,14.8765996,solar,1,Europe,PL
651,47.52262,-92.178348,solar,1,North America,US
652,44.5243261,-0.7066833,solar,1,Europe,FR
653,36.6365655,99.2399282,wind,1,Asia,CN
654,-26.7204325,151.4734882,wind,1,Oceania,AU
655,56.73657288136971,106.00902392858575,solar,0,Asia,RU
658,42.025,-71.599,solar,1,North America,US
659,30.81981,-92.971755,solar,1,North America,US
660,23.65001968120761,-3.2439922971599913,wind,0,Africa,ML
661,48.54612590377471,107.03587490776937,hydro,0,Asia,MN
663,44.610833,87.558611,wind,1,Asia,US
664,25.5944042,43.6443982,solar,1,Africa,SA
665,40.2456974,-2.8348199,hydro,1,Europe,ES
669,41.522911,-71.684093,solar,1,North America,US
